workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,catch_trials,personae,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
5,condition1,nm,hotelroom,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to book a hotel room for a night. They've considered different options.,32,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,33,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,nm,backcountry,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,34,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,35,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,m,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,36,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,outoftown,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,37,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,nm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,38,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,39,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,nnm,movies,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,40,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,newapartment,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,41,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,m,apples,ea,Which phone is Alex looking at in the picture?,f,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",42,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,43,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,nm,cousinsThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit their cousins for Thanksgiving.,44,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_false,tickets,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,45,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,mm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",46,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,47,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,mm,reunioncost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a friend reunion. They're considering driving there.,48,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,49,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,mm,friendvisit,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,50,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,bars,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,51,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,mm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",52,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,53,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,m,walkinthepark,ea,Which phone is Alex looking at in the picture?,f,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,54,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,55,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
5,condition1,m,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",56,[],ea,44,Yes,,2,1,1,Male,English,Chrome,Windows,1080,1920,17.41571666666667,
3,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ea,26,Yes,,1,1,1,Female,english,Firefox,Windows,1080,1920,16.7788,
